original_index,prompt,citation,title_extracted,venue_extracted,top_match,title_similarity,venue_similarity,venue_crossref,status
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Kingma, D. P., & Welling, M. (2014). Auto-Encoding Variational Bayes. arXiv preprint arXiv:1312.6114.",Auto-Encoding Variational Bayes. arXiv preprint arXiv:1312.6114.,,"{'title': 'Auto-Encoding Variational Bayes', 'author': 'Chen; Liu; Peng', 'published_year': 2024, 'type': 'journal-article', 'doi': '10.61603/ceas.v2i1.33', 'container': 'Cambridge Explorations in Arts and Sciences'}",0.6526,0.0,Cambridge Explorations in Arts and Sciences,review
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Huszár, F. (2015). The Simple Way to Train a Neural Network to Generate Images. arXiv preprint arXiv:1507.05581.",The Simple Way to Train a Neural Network to Generate Images. arXiv preprint arXiv:1507.05581.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.2857,0.0,CRAN: Contributed Packages,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Chen, Y., & Sugiyama, M. (2016). Information-Theoretic Analysis of Model Collapse in Generative Adversarial Networks. arXiv preprint arXiv:1606.03498.",Information-Theoretic Analysis of Model Collapse in Generative Adversarial Networks. arXiv preprint arXiv:1606.03498.,,"{'title': 'Model sensitivity analysis on arxiv', 'author': 'Pagnini', 'published_year': 2018, 'type': 'peer-review', 'doi': '10.5194/gmd-2018-33-ac4', 'container': ''}",0.2895,0.0,,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Gregor, K., & Le, Q. V. (2015). Learning to Generate: A Review of Generative Models and Applications. arXiv preprint arXiv:1504.06734.",Learning to Generate: A Review of Generative Models and Applications. arXiv preprint arXiv:1504.06734.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.2667,0.0,CRAN: Contributed Packages,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Ramesh, A., Hariharan, B., Tucker, A. R., & Fei-Fei, L. (2021). Zero-Shot Style Transfer for 3D Objects. arXiv preprint arXiv:2104.00684.",Zero-Shot Style Transfer for 3D Objects. arXiv preprint arXiv:2104.00684.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.283,0.0,CRAN: Contributed Packages,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Holtzman, J., & Manning, C. D. (2021). The Curious Case of Language Model Latents: A Study of the Structure and Properties of Text Embeddings. arXiv preprint arXiv:2104.00683.",The Curious Case of Language Model Latents: A Study of the Structure and Properties of Text Embeddings. arXiv preprint arXiv:2104.00683.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.2012,0.0,CRAN: Contributed Packages,hallucinated
1979,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""In LLMs, sequential fine-tuning on text generated by earlier generations degrades behavior perplexity on the original test distribution worsens, outputs drift toward “more probable” sequences under the original model while also accumulating spurious, unlikely errors (a longer error tail), and qualitative degradation appears over generations"".","Ramesh, R., Choi, J., Krause, D., Koh, P., Lee, S., Lee, Y., ... & Sutskever, I. (2021). Human-like language models are very dangerous. arXiv preprint arXiv:2107.08124.",Human-like language models are very dangerous. arXiv preprint arXiv:2107.08124.,,"{'title': 'Comment on the Paper Titled ’The Origin of Quantum Mechanical Statistics: Insights from Research on Human Language’ (arXiv preprint arXiv:2407.14924, 2024)', 'author': 'Sienicki', 'published_year': None, 'type': 'posted-content', 'doi': '10.20944/preprints202411.2377.v1', 'container': ''}",0.3675,0.0,,hallucinated
1979,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""In LLMs, sequential fine-tuning on text generated by earlier generations degrades behavior perplexity on the original test distribution worsens, outputs drift toward “more probable” sequences under the original model while also accumulating spurious, unlikely errors (a longer error tail), and qualitative degradation appears over generations"".","Brown, J. L., Dehghani, M., Dziedzic, K., Olah, P., Radford, A., Mnih, V., ... & Le, Q. V. (2020). Language models are few-shot learners. Advances in Neural Information Processing Systems, 33786-33805.",Language models are few-shot learners,Advances in Neural Information Processing Systems,"{'title': 'Language Models are Few-shot Multilingual Learners', 'author': 'Winata; Madotto; Lin', 'published_year': 2021, 'type': 'proceedings-article', 'doi': '10.18653/v1/2021.mrl-1.1', 'container': 'Proceedings of the 1st Workshop on Multilingual Representation Learning'}",0.8506,0.35,Proceedings of the 1st Workshop on Multilingual Representation Learning,exists
1979,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""In LLMs, sequential fine-tuning on text generated by earlier generations degrades behavior perplexity on the original test distribution worsens, outputs drift toward “more probable” sequences under the original model while also accumulating spurious, unlikely errors (a longer error tail), and qualitative degradation appears over generations"".","Wei, L., Zhang, Y., & Liu, T. Y. (2022). Chain of thought: Evaluating and improving the chain-of-thought reasoning in large language models. arXiv preprint arXiv:2205.04506.",Chain of thought: Evaluating and improving the chain-of-thought reasoning in large language models. arXiv preprint arXiv:2205.04506.,,"{'title': 'Measuring and Improving Chain-of-Thought Reasoning in Vision-Language Models', 'author': 'Chen; Sikka; Cogswell', 'published_year': 2024, 'type': 'proceedings-article', 'doi': '10.18653/v1/2024.naacl-long.11', 'container': 'Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)'}",0.625,0.0,Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),review
1979,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""In LLMs, sequential fine-tuning on text generated by earlier generations degrades behavior perplexity on the original test distribution worsens, outputs drift toward “more probable” sequences under the original model while also accumulating spurious, unlikely errors (a longer error tail), and qualitative degradation appears over generations"".","Holmes, J., & Manning, C. D. (2022). The long-term stability of language models. arXiv preprint arXiv:2205.13536. [5]

These references discuss the issues of degradation in performance, output drift, and accumulation of spurious errors in LLMs during sequential fine-tuning.","The long-term stability of language models. arXiv preprint arXiv:2205.13536. [5]

These references discuss the issues of degradation in performance, output drift, and accumulation of spurious errors in LLMs during sequential fine-tuning.",,"{'title': 'Preprint repository arXiv achieves milestone million uploads', 'author': '', 'published_year': 2014, 'type': 'journal-article', 'doi': '10.1063/pt.5.028530', 'container': 'Physics Today'}",0.2357,0.0,Physics Today,hallucinated
